person_name,screen_name,tweet,time_hour_of_day,hash_tags,media_info,freq,media_tweet_freq,total_tweet_by_user,percentage,hash_count,clean_tweet,sentiment,sentiment_score,compound_sentiment
Barack Obama,BarackObama,"Happy Mother’s Day to every mom out there, especially the remarkable moms in my life, @MichelleObama and my mother-… https://t.co/QsZPuZ2OoJ",14,[],Has pictures / links ,18,175,200,9.0,0,"Happy Mother’s Day to every mom out there, especially the remarkable moms in my life, @MichelleObama and my mother-… https://t.co/QsZPuZ2OoJ",Positive,"{'neg': 0.0, 'neu': 0.704, 'pos': 0.296, 'compound': 0.8214}",0.8214
Barack Obama,BarackObama,"RT @ObamaFoundation: This week—50 years since Dr. Martin Luther King, Jr. was killed—@BarackObama and @RepJohnLewis sat down with a group o…",14,[],No picture / link,18,25,200,9.0,0,"RT @ObamaFoundation: This week—50 years since Dr. Martin Luther King, Jr. was killed—@BarackObama and @RepJohnLewis sat down with a group o…",Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
Barack Obama,BarackObama,"Michelle and I are heartbroken over the passing of our friend, Elijah Cummings. May his example inspire more Americ… https://t.co/Km5EWFuGaw",15,[],Has pictures / links ,18,175,200,9.0,0,"Michelle and I are heartbroken over the passing of our friend, Elijah Cummings. May his example inspire more Americ… https://t.co/Km5EWFuGaw",Positive,"{'neg': 0.158, 'neu': 0.588, 'pos': 0.254, 'compound': 0.3818}",0.3818
Barack Obama,BarackObama,"With summer winding down, here’s a sampling of what Michelle and I have been listening to — some new, some old, som… https://t.co/f41MILYSBr",15,[],Has pictures / links ,18,175,200,9.0,0,"With summer winding down, here’s a sampling of what Michelle and I have been listening to — some new, some old, som… https://t.co/f41MILYSBr",Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
Barack Obama,BarackObama,A good story gives you the chance to better understand someone else’s life. It can help you find common ground. And… https://t.co/cDU3IJN1nq,15,[],Has pictures / links ,18,175,200,9.0,0,A good story gives you the chance to better understand someone else’s life. It can help you find common ground. And… https://t.co/cDU3IJN1nq,Positive,"{'neg': 0.0, 'neu': 0.618, 'pos': 0.382, 'compound': 0.8591}",0.8591
Barack Obama,BarackObama,"Toni Morrison was a national treasure, as good a storyteller, as captivating, in person as she was on the page. Her… https://t.co/859oLQ94Ta",15,[],Has pictures / links ,18,175,200,9.0,0,"Toni Morrison was a national treasure, as good a storyteller, as captivating, in person as she was on the page. Her… https://t.co/859oLQ94Ta",Positive,"{'neg': 0.0, 'neu': 0.779, 'pos': 0.221, 'compound': 0.6249}",0.6249
Barack Obama,BarackObama,"Six years ago, David Ortiz's spirit and resolve helped us all begin to heal from the Boston Marathon bombing. Today… https://t.co/u3QgBv80aK",15,[],Has pictures / links ,18,175,200,9.0,0,"Six years ago, David Ortiz's spirit and resolve helped us all begin to heal from the Boston Marathon bombing. Today… https://t.co/u3QgBv80aK",Positive,"{'neg': 0.0, 'neu': 0.815, 'pos': 0.185, 'compound': 0.5106}",0.5106
Barack Obama,BarackObama,Exciting to see the faces of Colombia's future at an @ObamaFoundation roundtable with young leaders in Bogotá. Thei… https://t.co/FniC2X3hM4,15,[],Has pictures / links ,18,175,200,9.0,0,Exciting to see the faces of Colombia's future at an @ObamaFoundation roundtable with young leaders in Bogotá. Thei… https://t.co/FniC2X3hM4,Positive,"{'neg': 0.0, 'neu': 0.849, 'pos': 0.151, 'compound': 0.4939}",0.4939
Barack Obama,BarackObama,"On Memorial Day, we remember all those who gave everything for something greater than themselves. It's up to us to… https://t.co/4m5HbHFzcb",15,[],Has pictures / links ,18,175,200,9.0,0,"On Memorial Day, we remember all those who gave everything for something greater than themselves. It's up to us to… https://t.co/4m5HbHFzcb",Positive,"{'neg': 0.0, 'neu': 0.889, 'pos': 0.111, 'compound': 0.3612}",0.3612
Barack Obama,BarackObama,"Happy Mother's Day to the most caring, brilliant, funny, and grounded woman I know—a perfect role model not just fo… https://t.co/Tpro3oBzyC",15,[],Has pictures / links ,18,175,200,9.0,0,"Happy Mother's Day to the most caring, brilliant, funny, and grounded woman I know—a perfect role model not just fo… https://t.co/Tpro3oBzyC",Positive,"{'neg': 0.0, 'neu': 0.453, 'pos': 0.547, 'compound': 0.9592}",0.9592
Barack Obama,BarackObama,"To all who celebrate today, happy Easter from our family to yours! On this day of rebirth and renewal, let’s recomm… https://t.co/Xw82Y9kbPr",15,[],Has pictures / links ,18,175,200,9.0,0,"To all who celebrate today, happy Easter from our family to yours! On this day of rebirth and renewal, let’s recomm… https://t.co/Xw82Y9kbPr",Positive,"{'neg': 0.0, 'neu': 0.722, 'pos': 0.278, 'compound': 0.8268}",0.8268
Barack Obama,BarackObama,"Just in the nick of time: My brackets have never been my one shining moment, but here we go again. You can check ou… https://t.co/gZFlHQamkn",15,[],Has pictures / links ,18,175,200,9.0,0,"Just in the nick of time: My brackets have never been my one shining moment, but here we go again. You can check ou… https://t.co/gZFlHQamkn",Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
Barack Obama,BarackObama,"In the year since their friends were killed, the students of Parkland refused to settle for the way things are and… https://t.co/HLvyhgqiup",15,[],Has pictures / links ,18,175,200,9.0,0,"In the year since their friends were killed, the students of Parkland refused to settle for the way things are and… https://t.co/HLvyhgqiup",Negative,"{'neg': 0.233, 'neu': 0.66, 'pos': 0.108, 'compound': -0.5574}",-0.5574
Barack Obama,BarackObama,"I knew it way back then and I’m absolutely convinced of it today — you’re one of a kind, @MichelleObama. Happy Birt… https://t.co/VLwQtcydJm",15,[],Has pictures / links ,18,175,200,9.0,0,"I knew it way back then and I’m absolutely convinced of it today — you’re one of a kind, @MichelleObama. Happy Birt… https://t.co/VLwQtcydJm",Positive,"{'neg': 0.0, 'neu': 0.627, 'pos': 0.373, 'compound': 0.8777}",0.8777
Barack Obama,BarackObama,No jump shots. No ferns. No memes. Not this time. I’m going to give it to you straight: If you need health insuranc… https://t.co/rThqk0VTXA,15,[],Has pictures / links ,18,175,200,9.0,0,No jump shots. No ferns. No memes. Not this time. I’m going to give it to you straight: If you need health insuranc… https://t.co/rThqk0VTXA,Negative,"{'neg': 0.232, 'neu': 0.702, 'pos': 0.067, 'compound': -0.5719}",-0.5719
Barack Obama,BarackObama,Your vote can decide the health care of millions. Your voice can determine the character of our country. You have p… https://t.co/ou6DL1g1b6,15,[],Has pictures / links ,18,175,200,9.0,0,Your vote can decide the health care of millions. Your voice can determine the character of our country. You have p… https://t.co/ou6DL1g1b6,Positive,"{'neg': 0.0, 'neu': 0.868, 'pos': 0.132, 'compound': 0.4939}",0.4939
Barack Obama,BarackObama,Today I’m at the University of Illinois to deliver a simple message to young people all over the country: You need… https://t.co/brM6Vd7j2R,15,[],Has pictures / links ,18,175,200,9.0,0,Today I’m at the University of Illinois to deliver a simple message to young people all over the country: You need… https://t.co/brM6Vd7j2R,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
Barack Obama,BarackObama,Congratulations to the @Capitals! This @NHLBlackhawks fan knows what it’s like to lift that cup – and I’m happy for… https://t.co/9LG5lxLQC7,15,[],Has pictures / links ,18,175,200,9.0,0,Congratulations to the @Capitals! This @NHLBlackhawks fan knows what it’s like to lift that cup – and I’m happy for… https://t.co/9LG5lxLQC7,Positive,"{'neg': 0.0, 'neu': 0.558, 'pos': 0.442, 'compound': 0.9134}",0.9134
Barack Obama,BarackObama,"This National Gun Violence Awareness Day, show your commitment to keeping our kids safe from gun violence. Then, fo… https://t.co/Nr5qxK8sgu",15,[],Has pictures / links ,18,175,200,9.0,0,"This National Gun Violence Awareness Day, show your commitment to keeping our kids safe from gun violence. Then, fo… https://t.co/Nr5qxK8sgu",Negative,"{'neg': 0.4, 'neu': 0.431, 'pos': 0.169, 'compound': -0.8176}",-0.8176
Barack Obama,BarackObama,Incredible to have a Chicago team in the Final Four. I’ll take that over an intact bracket any day! Congratulations… https://t.co/V9IbaSlbIp,15,[],Has pictures / links ,18,175,200,9.0,0,Incredible to have a Chicago team in the Final Four. I’ll take that over an intact bracket any day! Congratulations… https://t.co/V9IbaSlbIp,Positive,"{'neg': 0.0, 'neu': 0.901, 'pos': 0.099, 'compound': 0.2714}",0.2714
Barack Obama,BarackObama,"RT @MichelleObama: Happy #DayoftheGirl! I’m excited to share that in December, I’ll be visiting Vietnam to meet some of the inspiring girls…",16,"[{'indices': [25, 38], 'text': 'DayoftheGirl'}]",No picture / link,35,25,200,17.5,1,"RT @MichelleObama: Happy #DayoftheGirl! I’m excited to share that in December, I’ll be visiting Vietnam to meet some of the inspiring girls…",Positive,"{'neg': 0.0, 'neu': 0.612, 'pos': 0.388, 'compound': 0.8858}",0.8858
Barack Obama,BarackObama,"On National Voter Registration Day, it’s up to us as citizens to make sure everyone we know can make their voices h… https://t.co/rYRdykNARc",16,[],Has pictures / links ,35,175,200,17.5,0,"On National Voter Registration Day, it’s up to us as citizens to make sure everyone we know can make their voices h… https://t.co/rYRdykNARc",Positive,"{'neg': 0.0, 'neu': 0.905, 'pos': 0.095, 'compound': 0.3182}",0.3182
Barack Obama,BarackObama,"Marca had a remarkable way of bringing out the best within us. For me, she was a trusted voice and a persistent, bu… https://t.co/NKXEI9izsi",16,[],Has pictures / links ,35,175,200,17.5,0,"Marca had a remarkable way of bringing out the best within us. For me, she was a trusted voice and a persistent, bu… https://t.co/NKXEI9izsi",Positive,"{'neg': 0.0, 'neu': 0.623, 'pos': 0.377, 'compound': 0.8979}",0.8979
Barack Obama,BarackObama,"I’m admittedly biased, but this article gibes with my experience about what all of us might take away from the “alo… https://t.co/euYQ9XepeG",16,[],Has pictures / links ,35,175,200,17.5,0,"I’m admittedly biased, but this article gibes with my experience about what all of us might take away from the “alo… https://t.co/euYQ9XepeG",Negative,"{'neg': 0.069, 'neu': 0.931, 'pos': 0.0, 'compound': -0.1406}",-0.1406
Barack Obama,BarackObama,The most important job in our democracy is citizen. If you’re tired of politicians manipulating maps and ignoring t… https://t.co/FM4pOBftrt,16,[],Has pictures / links ,35,175,200,17.5,0,The most important job in our democracy is citizen. If you’re tired of politicians manipulating maps and ignoring t… https://t.co/FM4pOBftrt,Negative,"{'neg': 0.309, 'neu': 0.611, 'pos': 0.08, 'compound': -0.719}",-0.719
Barack Obama,BarackObama,"50 years ago, history was written at the Stonewall Inn when New York's LGBT community stood up, spoke out, and star… https://t.co/N6TIkkQHEI",16,[],Has pictures / links ,35,175,200,17.5,0,"50 years ago, history was written at the Stonewall Inn when New York's LGBT community stood up, spoke out, and star… https://t.co/N6TIkkQHEI",Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
Barack Obama,BarackObama,The @USWNT is something to smile about. It was great to celebrate with them back in 2015 and I'm excited to root th… https://t.co/WMEvpsFGin,16,[],Has pictures / links ,35,175,200,17.5,0,The @USWNT is something to smile about. It was great to celebrate with them back in 2015 and I'm excited to root th… https://t.co/WMEvpsFGin,Positive,"{'neg': 0.0, 'neu': 0.612, 'pos': 0.388, 'compound': 0.9136}",0.9136
Barack Obama,BarackObama,"As part of the @ObamaFoundation, moms like Dr. Mwansa Ketty Lubeya are answering the call for change—and raising th… https://t.co/Za7hYarUQW",16,[],Has pictures / links ,35,175,200,17.5,0,"As part of the @ObamaFoundation, moms like Dr. Mwansa Ketty Lubeya are answering the call for change—and raising th… https://t.co/Za7hYarUQW",Positive,"{'neg': 0.0, 'neu': 0.884, 'pos': 0.116, 'compound': 0.3612}",0.3612
Barack Obama,BarackObama,"RT @MichelleObama: Congratulations, Meghan and Harry! Barack and I are so thrilled for both of you and can't wait to meet him. #RoyalBaby h…",16,"[{'indices': [127, 137], 'text': 'RoyalBaby'}]",No picture / link,35,25,200,17.5,1,"RT @MichelleObama: Congratulations, Meghan and Harry! Barack and I are so thrilled for both of you and can't wait to meet him. #RoyalBaby h…",Positive,"{'neg': 0.0, 'neu': 0.726, 'pos': 0.274, 'compound': 0.8374}",0.8374
Barack Obama,BarackObama,A voice everybody should hear. https://t.co/0u7HUlQ8id,16,[],Has pictures / links ,35,175,200,17.5,0,A voice everybody should hear. https://t.co/0u7HUlQ8id,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
Barack Obama,BarackObama,The Crew Dragon’s been on quite a ride since I last saw it—congrats to @NASA and @SpaceX on a successful return! We… https://t.co/eJVhuf5KTQ,16,[],Has pictures / links ,35,175,200,17.5,0,The Crew Dragon’s been on quite a ride since I last saw it—congrats to @NASA and @SpaceX on a successful return! We… https://t.co/eJVhuf5KTQ,Positive,"{'neg': 0.0, 'neu': 0.823, 'pos': 0.177, 'compound': 0.6239}",0.6239
Barack Obama,BarackObama,"As we celebrate Black History Month and Jackie Robinson’s 100th birthday, we celebrate the life of all whose courag… https://t.co/2JUfORxB3X",16,[],Has pictures / links ,35,175,200,17.5,0,"As we celebrate Black History Month and Jackie Robinson’s 100th birthday, we celebrate the life of all whose courag… https://t.co/2JUfORxB3X",Positive,"{'neg': 0.0, 'neu': 0.709, 'pos': 0.291, 'compound': 0.8126}",0.8126
Barack Obama,BarackObama,"I’ve always drawn inspiration from what Dr. King called life’s most persistent and urgent question: ""What are you d… https://t.co/Cxspr7qtwG",16,[],Has pictures / links ,35,175,200,17.5,0,"I’ve always drawn inspiration from what Dr. King called life’s most persistent and urgent question: ""What are you d… https://t.co/Cxspr7qtwG",Positive,"{'neg': 0.0, 'neu': 0.767, 'pos': 0.233, 'compound': 0.6666}",0.6666
Barack Obama,BarackObama,"In 2018 people stepped up and showed up like never before. Keep it up in 2019. We’ve got a lot of work to do, and I… https://t.co/7XRYXZbFTu",16,[],Has pictures / links ,35,175,200,17.5,0,"In 2018 people stepped up and showed up like never before. Keep it up in 2019. We’ve got a lot of work to do, and I… https://t.co/7XRYXZbFTu",Positive,"{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.3612}",0.3612
Barack Obama,BarackObama,"I hope you find inspiration in the stories of Dejah, Moussa, Sandor, Hong and Jonny. Their journeys began with a de… https://t.co/nfkq6OHmuc",16,[],Has pictures / links ,35,175,200,17.5,0,"I hope you find inspiration in the stories of Dejah, Moussa, Sandor, Hong and Jonny. Their journeys began with a de… https://t.co/nfkq6OHmuc",Positive,"{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.743}",0.743
Barack Obama,BarackObama,"Leaders like Jonny Boucher, a Chicago native who, after losing too many friends and family to suicide, started a co… https://t.co/lKmjQt4MNA",16,[],Has pictures / links ,35,175,200,17.5,0,"Leaders like Jonny Boucher, a Chicago native who, after losing too many friends and family to suicide, started a co… https://t.co/lKmjQt4MNA",Negative,"{'neg': 0.256, 'neu': 0.542, 'pos': 0.202, 'compound': -0.3612}",-0.3612
Barack Obama,BarackObama,"Leaders like Hong Hoang, who mobilized a youth-led movement to create a greener world after becoming the first Viet… https://t.co/gDZ1xNFqhP",16,[],Has pictures / links ,35,175,200,17.5,0,"Leaders like Hong Hoang, who mobilized a youth-led movement to create a greener world after becoming the first Viet… https://t.co/gDZ1xNFqhP",Positive,"{'neg': 0.0, 'neu': 0.777, 'pos': 0.223, 'compound': 0.5574}",0.5574
Barack Obama,BarackObama,"Leaders like Moussa Kondo and Sandor Lederer, who are each doing their part to fight corruption in their native cou… https://t.co/XfRJsPyEBG",16,[],Has pictures / links ,35,175,200,17.5,0,"Leaders like Moussa Kondo and Sandor Lederer, who are each doing their part to fight corruption in their native cou… https://t.co/XfRJsPyEBG",Neutral,"{'neg': 0.108, 'neu': 0.788, 'pos': 0.104, 'compound': -0.0258}",-0.0258
Barack Obama,BarackObama,"Leaders like Dejah Powell, who started an organization to bring health and wellness resources to communities on the… https://t.co/bHnnttq0bZ",16,[],Has pictures / links ,35,175,200,17.5,0,"Leaders like Dejah Powell, who started an organization to bring health and wellness resources to communities on the… https://t.co/bHnnttq0bZ",Positive,"{'neg': 0.0, 'neu': 0.759, 'pos': 0.241, 'compound': 0.6597}",0.6597
Barack Obama,BarackObama,"As the year winds down and we look toward 2019, I’m asking you to make a commitment: find something you want to cha… https://t.co/wg2DdYAJWs",16,[],Has pictures / links ,35,175,200,17.5,0,"As the year winds down and we look toward 2019, I’m asking you to make a commitment: find something you want to cha… https://t.co/wg2DdYAJWs",Positive,"{'neg': 0.0, 'neu': 0.843, 'pos': 0.157, 'compound': 0.4404}",0.4404
Barack Obama,BarackObama,"Our future depends on all our young people, including our boys and young men of color, being able to achieve their… https://t.co/TaRXBwtm9v",16,[],Has pictures / links ,35,175,200,17.5,0,"Our future depends on all our young people, including our boys and young men of color, being able to achieve their… https://t.co/TaRXBwtm9v",Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
Barack Obama,BarackObama,To all our veterans and your families: thank you. There's no tribute that can truly match the magnitude of your ser… https://t.co/ypSU5ocwN2,16,[],Has pictures / links ,35,175,200,17.5,0,To all our veterans and your families: thank you. There's no tribute that can truly match the magnitude of your ser… https://t.co/ypSU5ocwN2,Positive,"{'neg': 0.083, 'neu': 0.714, 'pos': 0.203, 'compound': 0.4939}",0.4939
Barack Obama,BarackObama,Congratulations to everybody who showed up and participated in our democracy in record numbers yesterday. The chang… https://t.co/KtOmsuUdHh,16,[],Has pictures / links ,35,175,200,17.5,0,Congratulations to everybody who showed up and participated in our democracy in record numbers yesterday. The chang… https://t.co/KtOmsuUdHh,Positive,"{'neg': 0.0, 'neu': 0.813, 'pos': 0.187, 'compound': 0.5994}",0.5994
Barack Obama,BarackObama,"Today is the day. Today, it’s your turn to raise your voice to change the course of this country for the better. So… https://t.co/PHQApoHdgr",16,[],Has pictures / links ,35,175,200,17.5,0,"Today is the day. Today, it’s your turn to raise your voice to change the course of this country for the better. So… https://t.co/PHQApoHdgr",Positive,"{'neg': 0.0, 'neu': 0.888, 'pos': 0.112, 'compound': 0.4404}",0.4404
Barack Obama,BarackObama,"Today, I’m proud to endorse even more Democratic candidates who aren’t just running against something, but for some… https://t.co/oqewS0Y8vZ",16,[],Has pictures / links ,35,175,200,17.5,0,"Today, I’m proud to endorse even more Democratic candidates who aren’t just running against something, but for some… https://t.co/oqewS0Y8vZ",Positive,"{'neg': 0.0, 'neu': 0.821, 'pos': 0.179, 'compound': 0.4019}",0.4019
Barack Obama,BarackObama,"From civil servants to organizers, the young people I met in Amsterdam today are doing the hard work of change. And… https://t.co/mlAp2SRZlP",16,[],Has pictures / links ,35,175,200,17.5,0,"From civil servants to organizers, the young people I met in Amsterdam today are doing the hard work of change. And… https://t.co/mlAp2SRZlP",Negative,"{'neg': 0.065, 'neu': 0.935, 'pos': 0.0, 'compound': -0.1027}",-0.1027
Barack Obama,BarackObama,"The first class of Obama Fellows is full of leaders like Keith—hardworking, innovative, and dedicated to partnering… https://t.co/nOd6FzH23n",16,[],Has pictures / links ,35,175,200,17.5,0,"The first class of Obama Fellows is full of leaders like Keith—hardworking, innovative, and dedicated to partnering… https://t.co/nOd6FzH23n",Positive,"{'neg': 0.0, 'neu': 0.641, 'pos': 0.359, 'compound': 0.8126}",0.8126
Barack Obama,BarackObama,"RT @nowthisnews: If you still don't think the midterms will affect you, @BarackObama is back to spell out just how important they are https…",16,[],No picture / link,35,25,200,17.5,0,"RT @nowthisnews: If you still don't think the midterms will affect you, @BarackObama is back to spell out just how important they are https…",Positive,"{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.2023}",0.2023
Barack Obama,BarackObama,"Aretha helped define the American experience. In her voice, we could feel our history, all of it and in every shade… https://t.co/hUcQpbdydq",16,[],Has pictures / links ,35,175,200,17.5,0,"Aretha helped define the American experience. In her voice, we could feel our history, all of it and in every shade… https://t.co/hUcQpbdydq",Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
Barack Obama,BarackObama,"I’m confident that, together, they’ll strengthen this country we love by restoring opportunity, repairing our allia… https://t.co/CgiImgqCDD",16,[],Has pictures / links ,35,175,200,17.5,0,"I’m confident that, together, they’ll strengthen this country we love by restoring opportunity, repairing our allia… https://t.co/CgiImgqCDD",Positive,"{'neg': 0.0, 'neu': 0.449, 'pos': 0.551, 'compound': 0.9287}",0.9287
Barack Obama,BarackObama,"Today I’m proud to endorse such a wide and impressive array of Democratic candidates – leaders as diverse, patrioti… https://t.co/i0MECnqfJr",16,[],Has pictures / links ,35,175,200,17.5,0,"Today I’m proud to endorse such a wide and impressive array of Democratic candidates – leaders as diverse, patrioti… https://t.co/i0MECnqfJr",Positive,"{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.8271}",0.8271
Barack Obama,BarackObama,"Mandela Day is about taking action to change the world for the better. In these young people, I see Madiba's exampl… https://t.co/iT1v545C2L",16,[],Has pictures / links ,35,175,200,17.5,0,"Mandela Day is about taking action to change the world for the better. In these young people, I see Madiba's exampl… https://t.co/iT1v545C2L",Positive,"{'neg': 0.0, 'neu': 0.873, 'pos': 0.127, 'compound': 0.4404}",0.4404
Barack Obama,BarackObama,"“Low plastic stool, cheap but delicious noodles, cold Hanoi beer.” This is how I’ll remember Tony. He taught us abo… https://t.co/l79o6OyNAT",16,[],Has pictures / links ,35,175,200,17.5,0,"“Low plastic stool, cheap but delicious noodles, cold Hanoi beer.” This is how I’ll remember Tony. He taught us abo… https://t.co/l79o6OyNAT",Positive,"{'neg': 0.0, 'neu': 0.798, 'pos': 0.202, 'compound': 0.7227}",0.7227
Barack Obama,BarackObama,"We can never truly repay the debt we owe our fallen heroes. But we can remember them, honor their sacrifice, and af… https://t.co/iHLhFdhoZQ",16,[],Has pictures / links ,35,175,200,17.5,0,"We can never truly repay the debt we owe our fallen heroes. But we can remember them, honor their sacrifice, and af… https://t.co/iHLhFdhoZQ",Positive,"{'neg': 0.175, 'neu': 0.607, 'pos': 0.218, 'compound': 0.5018}",0.5018
Barack Obama,BarackObama,RT @MichelleObama: Happy #CollegeSigningDay! So excited to be in Philly to celebrate all the young people making the commitment to higher e…,16,"[{'indices': [25, 43], 'text': 'CollegeSigningDay'}]",No picture / link,35,25,200,17.5,1,RT @MichelleObama: Happy #CollegeSigningDay! So excited to be in Philly to celebrate all the young people making the commitment to higher e…,Positive,"{'neg': 0.0, 'neu': 0.581, 'pos': 0.419, 'compound': 0.9183}",0.9183
Barack Obama,BarackObama,"I was proud to work with Justin Trudeau as President. He's a hard-working, effective leader who takes on big issues… https://t.co/nZdSmWcpgP",17,[],Has pictures / links ,11,175,200,5.5,0,"I was proud to work with Justin Trudeau as President. He's a hard-working, effective leader who takes on big issues… https://t.co/nZdSmWcpgP",Positive,"{'neg': 0.0, 'neu': 0.733, 'pos': 0.267, 'compound': 0.7351}",0.7351
Barack Obama,BarackObama,Recent court decisions make it clear that the change we need to restore our democracy has to come from the ground u… https://t.co/iAsd5KCAdM,17,[],Has pictures / links ,11,175,200,5.5,0,Recent court decisions make it clear that the change we need to restore our democracy has to come from the ground u… https://t.co/iAsd5KCAdM,Positive,"{'neg': 0.0, 'neu': 0.814, 'pos': 0.186, 'compound': 0.5859}",0.5859
Barack Obama,BarackObama,"The @ObamaFoundation is helping a new generation of leaders make their mark, and there’s an extraordinary group gat… https://t.co/azU3MXDYlN",17,[],Has pictures / links ,11,175,200,5.5,0,"The @ObamaFoundation is helping a new generation of leaders make their mark, and there’s an extraordinary group gat… https://t.co/azU3MXDYlN",Positive,"{'neg': 0.0, 'neu': 0.885, 'pos': 0.115, 'compound': 0.296}",0.296
Barack Obama,BarackObama,"Yes! Fourth star. Back to back. Congrats to the record breakers on the @USWNT, an incredible team that’s always pus… https://t.co/2wYRZDpcaO",17,[],Has pictures / links ,11,175,200,5.5,0,"Yes! Fourth star. Back to back. Congrats to the record breakers on the @USWNT, an incredible team that’s always pus… https://t.co/2wYRZDpcaO",Positive,"{'neg': 0.0, 'neu': 0.748, 'pos': 0.252, 'compound': 0.75}",0.75
Barack Obama,BarackObama,"On Juneteenth, we celebrate our capacity to make real the promise of our founding, that thing inside each of us tha… https://t.co/bYmILjSq9H",17,[],Has pictures / links ,11,175,200,5.5,0,"On Juneteenth, we celebrate our capacity to make real the promise of our founding, that thing inside each of us tha… https://t.co/bYmILjSq9H",Positive,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.7184}",0.7184
Barack Obama,BarackObama,"Outside the Oval Office, I kept a painting of a small crowd huddled around a pocketwatch, waiting for the moment th… https://t.co/m8dljaM5Zk",17,[],Has pictures / links ,11,175,200,5.5,0,"Outside the Oval Office, I kept a painting of a small crowd huddled around a pocketwatch, waiting for the moment th… https://t.co/m8dljaM5Zk",Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
Barack Obama,BarackObama,"You've got a lot to be proud of, Jiwandeep. Thanks for everything you do to make this country a little more equal.… https://t.co/qw8I8io4pc",17,[],Has pictures / links ,11,175,200,5.5,0,"You've got a lot to be proud of, Jiwandeep. Thanks for everything you do to make this country a little more equal.… https://t.co/qw8I8io4pc",Positive,"{'neg': 0.0, 'neu': 0.76, 'pos': 0.24, 'compound': 0.7184}",0.7184
Barack Obama,BarackObama,"RT @ObamaFoundation: The Cares Family reaches across generational divides to reduce loneliness in the U.K. Hear more from Alex Smith, found…",17,[],No picture / link,11,25,200,5.5,0,"RT @ObamaFoundation: The Cares Family reaches across generational divides to reduce loneliness in the U.K. Hear more from Alex Smith, found…",Positive,"{'neg': 0.112, 'neu': 0.72, 'pos': 0.168, 'compound': 0.1027}",0.1027
Barack Obama,BarackObama,"The last presidential election turned on fewer than 100,000 votes in three states. More people go to Coachella. The… https://t.co/JtJlYxwGbf",17,[],Has pictures / links ,11,175,200,5.5,0,"The last presidential election turned on fewer than 100,000 votes in three states. More people go to Coachella. The… https://t.co/JtJlYxwGbf",Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
Barack Obama,BarackObama,RT @MichelleObama: Sometimes truth transcends party. https://t.co/TeFM7NmNzU,17,[],Has pictures / links ,11,175,200,5.5,0,RT @MichelleObama: Sometimes truth transcends party. https://t.co/TeFM7NmNzU,Positive,"{'neg': 0.0, 'neu': 0.5, 'pos': 0.5, 'compound': 0.6124}",0.6124
Barack Obama,BarackObama,Michelle and I are so inspired by all the young people who made today’s marches happen. Keep at it. You’re leading… https://t.co/d0DTg594Cs,17,[],Has pictures / links ,11,175,200,5.5,0,Michelle and I are so inspired by all the young people who made today’s marches happen. Keep at it. You’re leading… https://t.co/d0DTg594Cs,Positive,"{'neg': 0.0, 'neu': 0.829, 'pos': 0.171, 'compound': 0.6269}",0.6269
Barack Obama,BarackObama,That’s what Americans do when others are in need – we help. We give. We inspire. Want to make a difference? There a… https://t.co/2mdo9GlaLl,18,[],Has pictures / links ,25,175,200,12.5,0,That’s what Americans do when others are in need – we help. We give. We inspire. Want to make a difference? There a… https://t.co/2mdo9GlaLl,Positive,"{'neg': 0.0, 'neu': 0.712, 'pos': 0.288, 'compound': 0.7717}",0.7717
Barack Obama,BarackObama,"Jermaine Bell is just six years old, but when he saw people in need, he took the money he’d been saving for a trip… https://t.co/W4LaUUEYe6",18,[],Has pictures / links ,25,175,200,12.5,0,"Jermaine Bell is just six years old, but when he saw people in need, he took the money he’d been saving for a trip… https://t.co/W4LaUUEYe6",Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
